icd9v1_code	icd9v1_desc	icd10cm_code	icd10cm_desc	chapter	section	section_desc	parent_code	warning
		R1310	Dysphagia, unspecified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R131	
		R140	Abdominal distension (gaseous)	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R14	
		R1319	Other dysphagia	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R131	
		R160	Hepatomegaly, not elsewhere classified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R16	
		R159	Full incontinence of feces	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R15	
		R162	Hepatomegaly with splenomegaly, not elsewhere classified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R16	
		R161	Splenomegaly, not elsewhere classified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R16	
		R17	Unspecified jaundice	18	R10-R19	Symptoms and signs involving the digestive system and abdomen		
		R195	Other fecal abnormalities	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R19	
		R1900						
		R188	Other ascites	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R18	
		R197	Diarrhea, unspecified	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R19	
		R198	Other specified symptoms and signs involving the digestive system and abdomen	18	R10-R19	Symptoms and signs involving the digestive system and abdomen	R19	
		R202	Paresthesia of skin	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R20	
		R200	Anesthesia of skin	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R20	
		R209	Unspecified disturbances of skin sensation	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R20	
		R21	Rash and other nonspecific skin eruption	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue		
		R220	Localized swelling, mass and lump, head	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R22	
		R221	Localized swelling, mass and lump, neck	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R22	
		R222	Localized swelling, mass and lump, trunk	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R22	
		R2241	Localized swelling, mass and lump, right lower limb	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R224	
		R233	Spontaneous ecchymoses	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R23	
		R229	Localized swelling, mass and lump, unspecified	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R22	
		R234	Changes in skin texture	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R23	
		R238	Other skin changes	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R23	
		R251	Tremor, unspecified	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R25	
		R252	Cramp and spasm	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R25	
		R2681	Unsteadiness on feet	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R268	
		R262	Difficulty in walking, not elsewhere classified	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R26	
		R2689	Other abnormalities of gait and mobility	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R268	
		R269	Unspecified abnormalities of gait and mobility	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R26	
		R29810	Facial weakness	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R2981	
		R296	Repeated falls	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R29	
		R29898	Other symptoms and signs involving the musculoskeletal system	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R2989	
		R300	Dysuria	18	R30-R39	Symptoms and signs involving the genitourinary system	R30	
		R309	Painful micturition, unspecified	18	R30-R39	Symptoms and signs involving the genitourinary system	R30	
		R310	Gross hematuria	18	R30-R39	Symptoms and signs involving the genitourinary system	R31	
		R319	Hematuria, unspecified	18	R30-R39	Symptoms and signs involving the genitourinary system	R31	
		R3129		
		R338	Other retention of urine	18	R30-R39	Symptoms and signs involving the genitourinary system	R33	
		R32	Unspecified urinary incontinence	18	R30-R39	Symptoms and signs involving the genitourinary system		
		R34	Anuria and oliguria	18	R30-R39	Symptoms and signs involving the genitourinary system		
		R339	Retention of urine, unspecified	18	R30-R39	Symptoms and signs involving the genitourinary system	R33	
		R350	Frequency of micturition	18	R30-R39	Symptoms and signs involving the genitourinary system	R35	
		R351	Nocturia	18	R30-R39	Symptoms and signs involving the genitourinary system	R35	
		R399	Unspecified symptoms and signs involving the genitourinary system	18	R30-R39	Symptoms and signs involving the genitourinary system	R39	
		R3915	Urgency of urination	18	R30-R39	Symptoms and signs involving the genitourinary system	R391	
		R404	Transient alteration of awareness	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R40	
		R400	Somnolence	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R40	
		R413	Other amnesia	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R41	
		R410	Disorientation, unspecified	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R41	
		R4189	Other symptoms and signs involving cognitive functions and awareness	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R418	
		R4182	Altered mental status, unspecified	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R418	
		R451	Restlessness and agitation	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R45	
		R45851	Suicidal ideations	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R4585	
		R4701	Aphasia	18	R47-R49	Symptoms and signs involving speech and voice	R470	
		R42	Dizziness and giddiness	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior		
		R4781	Slurred speech	18	R47-R49	Symptoms and signs involving speech and voice	R478	
		R490	Dysphonia	18	R47-R49	Symptoms and signs involving speech and voice	R49	
		R5081	Fever presenting with conditions classified elsewhere	18	R50-R69	General symptoms and signs	R508	
		R509	Fever, unspecified	18	R50-R69	General symptoms and signs	R50	
		R51	Headache	18	R50-R69	General symptoms and signs		
		R52	Pain, unspecified	18	R50-R69	General symptoms and signs		
		R531						
		R5381	Other malaise	18	R50-R69	General symptoms and signs	R538	
		R5383	Other fatigue	18	R50-R69	General symptoms and signs	R538	
		R5382	Chronic fatigue, unspecified	18	R50-R69	General symptoms and signs	R538	
		R55	Syncope and collapse	18	R50-R69	General symptoms and signs		
		R54	Age-related physical debility	18	R50-R69	General symptoms and signs		
		R569	Unspecified convulsions	18	R50-R69	General symptoms and signs	R56	
		R570	Cardiogenic shock	18	R50-R69	General symptoms and signs	R57	
		R571	Hypovolemic shock	18	R50-R69	General symptoms and signs	R57	
		R578	Other shock	18	R50-R69	General symptoms and signs	R57	
		R579	Shock, unspecified	18	R50-R69	General symptoms and signs	R57	
		R58	Hemorrhage, not elsewhere classified	18	R50-R69	General symptoms and signs		
		R590	Localized enlarged lymph nodes	18	R50-R69	General symptoms and signs	R59	
		R591	Generalized enlarged lymph nodes	18	R50-R69	General symptoms and signs	R59	
		R601	Generalized edema	18	R50-R69	General symptoms and signs	R60	
		R609	Edema, unspecified	18	R50-R69	General symptoms and signs	R60	
		R600	Localized edema	18	R50-R69	General symptoms and signs	R60	
		R599	Enlarged lymph nodes, unspecified	18	R50-R69	General symptoms and signs	R59	
		R61	Generalized hyperhidrosis	18	R50-R69	General symptoms and signs		
		R627	Adult failure to thrive	18	R50-R69	General symptoms and signs	R62	
		R630	Anorexia	18	R50-R69	General symptoms and signs	R63	
		R634	Abnormal weight loss	18	R50-R69	General symptoms and signs	R63	
		R635	Abnormal weight gain	18	R50-R69	General symptoms and signs	R63	
		R633	Feeding difficulties	18	R50-R69	General symptoms and signs	R63	
		R638	Other symptoms and signs concerning food and fluid intake	18	R50-R69	General symptoms and signs	R63	
		R64	Cachexia	18	R50-R69	General symptoms and signs		
		R6510	Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction	18	R50-R69	General symptoms and signs	R651	
		R6520	Severe sepsis without septic shock	18	R50-R69	General symptoms and signs	R652	
		R6521	Severe sepsis with septic shock	18	R50-R69	General symptoms and signs	R652	
		R6881	Early satiety	18	R50-R69	General symptoms and signs	R688	
		R6883	Chills (without fever)	18	R50-R69	General symptoms and signs	R688	
		R6889	Other general symptoms and signs	18	R50-R69	General symptoms and signs	R688	
		R7301	Impaired fasting glucose	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R730	
		R710	Precipitous drop in hematocrit	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R71	
		R69	Illness, unspecified	18	R50-R69	General symptoms and signs		
		R7303		
		R7309	Other abnormal glucose	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R730	
		R739	Hyperglycemia, unspecified	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R73	
		R740	Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R74	
		R768	Other specified abnormal immunological findings in serum	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R76	
		R748	Abnormal levels of other serum enzymes	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R74	
		R778	Other specified abnormalities of plasma proteins	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R77	
		R7881	Bacteremia	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R788	
		R791	Abnormal coagulation profile	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R79	
		R7989	Other specified abnormal findings of blood chemistry	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R798	
		R799	Abnormal finding of blood chemistry, unspecified	18	R70-R79	Abnormal findings on examination of blood, without diagnosis	R79	
		R809	Proteinuria, unspecified	18	R80-R82	Abnormal findings on examination of urine, without diagnosis	R80	
		R9082	White matter disease, unspecified	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R908	
		R8290	Unspecified abnormal findings in urine	18	R80-R82	Abnormal findings on examination of urine, without diagnosis	R829	
		R911	Solitary pulmonary nodule	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R91	
		R918	Other nonspecific abnormal finding of lung field	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R91	
		R9089	Other abnormal findings on diagnostic imaging of central nervous system	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R908	
		R921	Mammographic calcification found on diagnostic imaging of breast	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R92	
		R928	Other abnormal and inconclusive findings on diagnostic imaging of breast	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R92	
		R922	Inconclusive mammogram	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R92	
		R930						
		R933	Abnormal findings on diagnostic imaging of other parts of digestive tract	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R93	
		R935	Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R93	
		R937	Abnormal findings on diagnostic imaging of other parts of musculoskeletal system	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R93	
		R9389		
		R9431	Abnormal electrocardiogram [ECG] [EKG]	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R943	
		R9439	Abnormal result of other cardiovascular function study	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R943	
		R938	Abnormal findings on diagnostic imaging of other specified body structures	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R93	
		R944	Abnormal results of kidney function studies	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R94	
		R945	Abnormal results of liver function studies	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R94	
		R946	Abnormal results of thyroid function studies	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R94	
		R9720						
		S0003XA	Contusion of scalp, initial encounter	19	S00-S09	Injuries to the head	S0003	
		R931						
		S0083XA						
		S0990XA	Unspecified injury of head, initial encounter	19	S00-S09	Injuries to the head	S0990	
		S199XXA	Unspecified injury of neck, initial encounter	19	S10-S19	Injuries to the neck	S199	
		S299XXA	Unspecified injury of thorax, initial encounter	19	S20-S29	Injuries to the thorax	S299	
		S301XXA	Contusion of abdominal wall, initial encounter	19	S30-S39	Injuries to the abdomen, lower back, lumbar spine, pelvis and external genitals	S301	
		S3993XA	Unspecified injury of pelvis, initial encounter	19	S30-S39	Injuries to the abdomen, lower back, lumbar spine, pelvis and external genitals	S3993	
		S72001A	Fracture of unspecified part of neck of right femur, initial encounter for closed fracture	19	S70-S79	Injuries to the hip and thigh	S72001	
		S81801A	Unspecified open wound, right lower leg, initial encounter	19	S80-S89	Injuries to the knee and lower leg	S81801	
		S81802A	Unspecified open wound, left lower leg, initial encounter	19	S80-S89	Injuries to the knee and lower leg	S81802	
		R932	Abnormal findings on diagnostic imaging of liver and biliary tract	18	R90-R94	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	R93	
		T148	Other injury of unspecified body region	19	T14	Injury of unspecified body region	T14	
		T148XXA		
		T402X5A	Adverse effect of other opioids, initial encounter	19	T36-T50	Poisoning by, adverse effect of and underdosing of drugs, medicaments and biological substances	T402X5	
